CRUISE	station	depth	long	lat	Salinity	air temp / deg C	sea temp / deg C	rh / %	press / hPa	boat course	boat heading	boat speed / kts	boat speed / ms-1	apparent wind dir (0 deg is the bow)	apparent wind speed ms-1	apparent wind speed / kts	Ice status
RV LANCE	227	3	15.68	73.87		0.17	5.36	54.49		339.86	338.8	11.17	5.74	146.96	2.85	5.55	0
RV LANCE	228	3	15.64	73.9		0.12	5.36	53.82		338.24	337.42	11.43	5.88	155.19	3.21	6.24	0
RV LANCE	229	3	15.6	73.93		0.06	5.28	53.51		337.96	338.07	11.39	5.86	103.21	2.78	5.4	0
RV LANCE	230	3	15.56	73.96		0.12	5.37	53.61		339.37	337.33	11.16	5.74	155.73	3.67	7.14	0
RV LANCE	231	3	15.52	73.99		0.11	5.28	54.46		342.47	338.03	10.99	5.65	131.24	2.45	4.76	0
RV LANCE	232	3	15.48	74.02		0.02	5.14	50.8		334.63	336.62	10.78	5.54	116.5	3.01	5.85	0
RV LANCE	233	3	15.44	74.04		0.07	5.4	53.07		334.7	336.09	10.73	5.52	139.58	2.99	5.82	0
RV LANCE	234	3	15.39	74.07		0.05	5.35	50.18		335.64	336.18	10.91	5.61	128.73	3.21	6.23	0
RV LANCE	235	3	15.35	74.1		0.05	5.21	49.61		336.37	336.85	11.06	5.69	127.98	2.86	5.55	0
RV LANCE	236	3	15.3	74.13		0.07	5.2	51.67		336.78	337.16	11.37	5.85	130.09	2.75	5.35	0
RV LANCE	237	3	15.26	74.16		0.02	5.2	51.33		337.43	337.9	11.7	6.02	140.43	2.76	5.37	0
RV LANCE	238	3	15.21	74.19		0.09	5.2	51.44		338.12	337.55	11.78	6.06	175.4	2.16	4.2	0
RV LANCE	239	3	15.17	74.22		0.04	5.2	51.93		338.63	337.87	11.71	6.02	131.36	2.15	4.19	0
RV LANCE	240	3	15.13	74.25		0.12	5.22	52.84		340.29	337.89	11.47	5.9	159.42	2.42	4.71	0
RV LANCE	241	3	15.09	74.28		0.03	5.14	50.61		342.68	338.48	11.71	6.03	147.28	2.62	5.1	0
RV LANCE	242	3	15.05	74.31		0.08	4.78	52.62		342.91	337.93	11.54	5.94	168.69	2.8	5.45	0
RV LANCE	243	3	15.02	74.34		0.01	4.22	50.96		341.81	338.95	11.47	5.9	129.93	2.38	4.63	0
RV LANCE	244	3	14.98	74.37		-0.02	3.84	51.42		339.07	338.69	11.63	5.98	115.19	2.87	5.57	0
RV LANCE	245	3	14.93	74.4		-0.05	4.24	51.72		334.05	338.5	11.41	5.87	165.11	2.62	5.09	0
RV LANCE	246	3	14.88	74.42		0.09	4.5	52.82		336.18	338	11.4	5.86	147.71	2.52	4.89	0
RV LANCE	247	3	14.84	74.45		0.11	4.5	53.49		339.99	339.05	11.3	5.82	138.21	2.43	4.72	0
RV LANCE	248	3	14.8	74.48		0.02	4.49	53.79		341.58	338.61	11.53	5.93	125.09	3.06	5.95	0
RV LANCE	249	3	14.76	74.51		0.02	4.26	51.92		339.85	338.23	11.41	5.87	140.4	2.76	5.37	0
RV LANCE	250	3	14.72	74.54		0.04	4.17	52.73		337.73	337.82	11.31	5.82	123.68	2.82	5.49	0
RV LANCE	251	3	14.67	74.57		-0.06	4.07	53.11		335.69	337.47	11.17	5.75	149.77	3.21	6.24	0
RV LANCE	252	3	14.62	74.6		0.02	4.17	53.25		335.95	337.18	11.4	5.86	151.19	2.18	4.24	0
RV LANCE	253	3	14.58	74.63		-0.05	4.07	48.57		336.58	337.3	11.06	5.69	129	2.55	4.96	0
RV LANCE	254	3	14.53	74.66		-0.07	4.29	47.02		338.23	337.28	11.34	5.83	195.39	2.57	5	0
RV LANCE	255	3	14.49	74.69		-0.05	4.24	48.36		338.91	336.95	11.24	5.78	150.31	2.43	4.73	0
RV LANCE	256	3	14.45	74.71		-0.03	4.1	50.12		337.89	337.61	11.37	5.85	121.32	2.29	4.46	0
RV LANCE	257	3	14.4	74.74		0.04	4.1	52.91		337.58	338.09	11.27	5.8	148.97	2.39	4.65	0
RV LANCE	258	3	14.36	74.77		-0.05	4.05	48.96		337.51	338.12	11.38	5.85	108.9	2.83	5.51	0
RV LANCE	259	3	14.31	74.8		-0.09	4.01	51.58		336.74	337.89	11.1	5.71	124.68	2.61	5.08	0
RV LANCE	260	3	14.26	74.83		-0.06	4.23	49.73		337.78	338.64	11.09	5.71	132.45	2.91	5.66	0
RV LANCE	261	3	14.22	74.86		-0.04	4.3	48.58		338.96	339.26	11.3	5.82	133.99	2.72	5.29	0
RV LANCE	262	3	14.18	74.89		-0.17	4.36	51.59		338.22	339.05	10.96	5.64	129.8	3.21	6.23	0
RV LANCE	263	3	14.13	74.92		-0.02	4.4	48.84		338.63	339.21	11.13	5.73	130.17	3.38	6.56	0
RV LANCE	264	3	14.09	74.94		0.03	4.36	48.28		339.25	338.78	11.35	5.84	148.38	2.47	4.79	0
RV LANCE	265	3	14.05	74.97		-0.12	4.24	49.77		339.55	338.73	11.41	5.87	129.22	2.78	5.41	0
RV LANCE	266	3	14.01	75		-0.17	4.1	51.69		338.3	338.26	11.38	5.85	143.19	2.89	5.62	0
RV LANCE	267	3	13.96	75.03		-0.09	4.26	53.48		335.8	337.94	11.88	6.11	125.34	4.04	7.85	0
RV LANCE	268	3	13.91	75.06		-0.19	4.42	51.16		335.86	338.27	11.99	6.17	123.05	3.14	6.11	0
RV LANCE	269	3	13.85	75.09		-0.62	4.5	57.89	950.92	336.41	338.18	11.9	6.12	166.56	3.04	5.9	0
RV LANCE	270	3	13.8	75.12		-0.13	4.5	53.84		337.19	338.96	11.88	6.11	122.47	3.49	6.79	0
RV LANCE	271	3	13.75	75.15		-0.62	4.5	58.47	946.58	337.85	338.66	11.65	5.99	116.91	2.59	5.03	0
RV LANCE	272	3	13.71	75.18		-0.17	4.41	55.86	935.1	338.43	339.01	11.42	5.87	129.74	2.78	5.41	0
RV LANCE	273	3	13.66	75.21		-0.16	4.4	55.04		337.56	338.94	11.13	5.73	137.13	3.47	6.74	0
RV LANCE	274	3	13.62	75.24		-0.27	4.4	54.72		337.86	337.98	11.3	5.81	128.03	2.77	5.38	0
RV LANCE	275	3	13.57	75.27		-0.44	4.05	51.82		338.06	337.97	11.17	5.75	151.85	2.77	5.39	0
RV LANCE	276	3	13.52	75.3		-0.85	4.06	57.31	977.15	333.11	337.63	10.65	5.48	121.29	2.86	5.57	0
RV LANCE	277	3	13.47	75.32		-0.98	4.52	67.79	995.54	332.13	337.44	10.61	5.46	125.63	3.21	6.23	0
RV LANCE	278	3	13.42	75.35		-0.36	4.6	62.71	977.95	335.39	338.32	11.02	5.67	110.83	3.71	7.2	0
RV LANCE	279	3	13.37	75.38		-0.51	4.45	58.09	962.65	343.05	344.8	10.71	5.51	111.27	5.56	10.81	0
RV LANCE	280	3	13.34	75.41		-1.06	4.32	68.33	983.49	343.8	345.54	10.65	5.48	104.35	8.33	16.19	0
RV LANCE	281	3	13.31	75.43		-0.97	4.36	70.89	991.3	344.7	345.95	10.39	5.35	108.59	7.1	13.8	0
RV LANCE	282	3	13.28	75.46		-0.86	4.35	70.22	987.32	344.34	346.25	10.11	5.2	105.54	7.29	14.16	0
RV LANCE	283	3	13.25	75.49		-0.61	4.4	65.73	961.18	346.55	346.73	10.35	5.32	114.98	6.68	12.99	0
RV LANCE	284	3	13.23	75.52		-0.64	4.2	64.38	965.69	345.98	346.57	10.27	5.29	120.21	5.71	11.1	0
RV LANCE	285	3	13.2	75.54		-0.64	4.14	63.54	967.78	344.48	346.38	10.8	5.56	125.17	4.81	9.35	0
RV LANCE	286	3	13.17	75.57		-1.17	4.02	70.27	994.93	344.24	346.63	10.71	5.51	98.98	9.18	17.85	0
RV LANCE	287	3	13.13	75.6		-0.98	4	68.24	997.99	345	346.8	10.64	5.48	103.25	7.3	14.19	0
RV LANCE	288	3	13.1	75.63		-0.91	4.18	67.13	996.79	345.66	346.54	10.71	5.51	101.61	7.56	14.7	0
RV LANCE	289	3	13.08	75.66		-1.02	4.09	68.93	999.97	346.52	346.25	10.91	5.61	109.43	6.82	13.25	0
RV LANCE	290	3	13.05	75.69		-1.04	3.82	66.62	1002.65	346.58	346.61	11.02	5.67	110.73	6.18	12.01	0
RV LANCE	291	3	13.02	75.72		-1.12	3.86	68.38	1002.17	345.55	344.96	10.81	5.56	115.58	5.67	11.03	0
RV LANCE	292	3	12.99	75.74		-1.22	3.93	68.31	1002.85	252.23	252.74	10.58	5.44	109.66	7	13.6	0
RV LANCE	293	3	12.97	75.77		-1.16	3.91	67.93	1003.53	346.9	346.05	11.08	5.7	116.49	5.29	10.28	0
RV LANCE	294	3	12.94	75.8		-1.01	3.83	67.12	1002.57	347.17	346.57	11.29	5.81	118.03	5.27	10.24	0
RV LANCE	295	3	12.91	75.83		-1.16	3.77	66.86	1003.69	346.19	347.52	11.46	5.9	105.61	6.6	12.82	0
RV LANCE	296	3	12.88	75.87		-1.03	3.78	65.58	1003.37	344.45	347.94	11.39	5.86	102.09	6.93	13.46	0
RV LANCE	297	3	12.85	75.89		-1.09	3.89	65.71	995.8	343.77	348.49	11.12	5.72	107.85	5.87	11.42	0
RV LANCE	298	3	12.81	75.92		-1.16	4.26	64.69	997.68	344.42	348.37	10.99	5.66	119.35	4.76	9.26	0
RV LANCE	299	3	12.78	75.95		-1.12	4.12	64.33	997.75	347.24	348.82	11.13	5.73	114.4	5.92	11.52	0
RV LANCE	300	3	12.75	75.98		-1.14	3.86	65.06	997.94	346.53	348.84	11.33	5.83	108.12	6.46	12.56	0
RV LANCE	301	3	12.72	76.01		-1.13	3.8	62.52	1004.58	344.81	349.02	11.42	5.87	107.92	6.19	12.04	0
RV LANCE	302	3	12.69	76.04		-1.47	3.64	64.88	1007.62	346	349.15	11.07	5.69	104.1	7.97	15.5	0
RV LANCE	303	3	12.66	76.07		-1.43	3.27	63.57	1009.39	344.91	348.66	10.75	5.53	105.55	7.09	13.79	0
RV LANCE	304	3	12.62	76.1		-1.41	3.59	63.19	1008.79	344.5	348.91	10.62	5.46	109.25	6.29	12.23	0
RV LANCE	305	3	12.59	76.13		-1.28	3.77	62.58	1007.73	344.5	348.11	10.95	5.63	107.79	6.48	12.59	0
RV LANCE	306	3	12.56	76.16		-1.29	3.8	64.56	1007.41	344.96	347.97	10.95	5.63	108.85	6.79	13.19	0
RV LANCE	307	3	12.52	76.19		-1.87	3.84	73.51	1009.41	343.21	346.2	10.83	5.57	92.29	11.21	21.79	0
RV LANCE	308	3	12.49	76.22		-2.08	4	76.18	1011.59	342.79	345.62	10.77	5.54	94.43	9.49	18.44	0
RV LANCE	309	3	12.45	76.25		-2.18	4	77.59	1012.29	343.01	345.46	10.61	5.46	100.76	8.66	16.83	0
RV LANCE	310	3	12.42	76.27		-2.35	4	77.94	1012.46	343.21	345.9	10.44	5.37	93.94	10.92	21.23	0
RV LANCE	311	3	12.38	76.3		-2.57	3.9	79.51	1012.97	342.65	345.06	10.51	5.41	93.58	10.31	20.04	0
RV LANCE	312	3	12.35	76.33		-2.53	3.9	79.73	1013.36	343.96	345.53	10.66	5.49	94.19	9.84	19.13	0
RV LANCE	313	3	12.31	76.36		-2.39	3.9	79.21	1013.57	345.07	345.49	10.83	5.57	99.43	8.82	17.14	0
RV LANCE	314	3	12.28	76.39		-2.37	3.84	78.89	1013.59	346.16	345.48	11.05	5.69	96.64	9.8	19.06	0
RV LANCE	315	3	12.25	76.42		-2.55	3.62	78.08	1014.04	346.93	344.46	11.39	5.86	98.77	9.23	17.93	0
RV LANCE	316	3	12.22	76.45		-2.52	3.13	78.24	1014.38	342.47	344.75	11.11	5.72	98.19	8.44	16.4	0
RV LANCE	317	3	12.18	76.48		-2.29	3.58	78.31	1014.47	341.14	345.4	10.83	5.57	100.14	7.93	15.41	0
RV LANCE	318	3	12.13	76.5		-2.45	3.76	78.06	1014.59	340.13	346.07	10.78	5.55	95.51	9.58	18.63	0
RV LANCE	319	3	12.09	76.53		-2.4	4.09	75.41	1014.87	340.7	346.38	11.37	5.85	107.53	6.8	13.21	0
RV LANCE	320	3	12.05	76.56		-2.27	4.1	74.38	1014.8	342.4	346.46	11.34	5.83	102.9	7.96	15.47	0
RV LANCE	321	3	12.01	76.59		-2.41	4.05	75.34	1015.01	343.22	345.94	11.58	5.96	98.93	8.66	16.84	0
RV LANCE	322	3	11.97	76.62		-2.48	4.03	75.41	1015.33	344	346.03	11.76	6.05	107.5	7.42	14.42	0
RV LANCE	323	3	11.93	76.66		-2.43	3.98	73.35	1015.6	343.99	345.51	12.04	6.19	105.91	7.34	14.26	0
RV LANCE	324	3	11.89	76.69		-2.47	3.84	73.79	1015.67	344.42	345.37	12.32	6.34	105.62	7.36	14.3	0
RV LANCE	325	3	11.85	76.72		-2.56	3.9	74.47	1015.96	344.46	345.42	12.39	6.37	114.98	6.28	12.21	0
RV LANCE	326	3	11.81	76.75		-2.58	3.86	74.85	1016.14	343.7	345.72	12.32	6.34	111.65	6.35	12.35	0
RV LANCE	327	3	11.77	76.79		-2.54	3.8	74.05	1016.39	343.77	346.29	12.22	6.29	102.71	7.78	15.13	0
RV LANCE	328	3	11.73	76.82		-2.46	3.84	74.09	1016.35	344.1	346.56	11.79	6.06	101.32	7.81	15.17	0
RV LANCE	329	3	11.69	76.85		-2.52	3.91	73.36	1016.49	345.26	346.41	11.65	5.99	104.23	7.54	14.66	0
RV LANCE	330	3	11.66	76.88		-2.49	3.97	72.94	1016.67	347.29	346.27	11.59	5.96	109.98	5.95	11.58	0
RV LANCE	331	3	11.63	76.91		-2.51	3.79	73.06	1016.68	347.49	345.6	11.37	5.85	109.16	6.6	12.83	0
RV LANCE	332	3	11.6	76.94		-2.63	3.36	73.14	1017.02	345.02	344.91	11.34	5.83	112.35	6.28	12.21	0
RV LANCE	333	3	11.56	76.97		-2.71	3.48	73.22	1017.42	344.41	345.92	11.47	5.9	108.3	5.33	10.37	0
RV LANCE	334	3	11.53	77		-2.66	3.62	72.93	1017.2	349.91	354.27	11.58	5.96	91.85	9.91	19.27	0
RV LANCE	335	3	11.5	77.04		-2.77	3.7	72.63	1017.43	349.7	353.53	11.7	6.02	98.39	8.27	16.07	0
RV LANCE	336	3	11.48	77.07		-2.67	3.73	71.61	1017.56	349.03	353.3	11.78	6.06	96.21	8.56	16.65	0
RV LANCE	337	3	11.45	77.1		-2.47	3.83	69.82	1017.29	348.9	353.07	11.79	6.06	104.01	7.29	14.17	0
RV LANCE	338	3	11.42	77.13		-2.31	3.89	67.95	1016.92	350.57	353.29	11.77	6.06	96.5	8.29	16.12	0
RV LANCE	339	3	11.4	77.16		-2.39	3.98	67.49	1017.1	351.48	353.19	11.75	6.04	95.88	8.92	17.34	0
RV LANCE	340	3	11.38	77.2		-2.56	4	68.46	1017.68	351.81	353.29	11.84	6.09	90.34	10.09	19.62	0
RV LANCE	341	3	11.36	77.23		-2.53	3.93	68.21	1018.02	352.36	353.67	12.23	6.29	93.79	9.27	18.01	0
RV LANCE	342	3	11.34	77.26		-2.61	3.79	67.72	1018.14	352.35	353.7	12.44	6.4	86.2	11.31	21.98	0
RV LANCE	343	3	11.33	77.29		-2.61	3.66	67.93	1018.29	227.95	147.01	5.28	2.72	55.39	12.89	25.06	0
RV LANCE	344	3	11.32	77.3		-2.63	3.62	65.78	1018.56	253.11	141.83	1.9	0.98	251	13.18	25.62	0
RV LANCE	345	3	11.3	77.3		-2.47	3.6	65.96	1018.05	316.72	201.13	2.18	1.12	241.75	9.45	18.38	0
RV LANCE	346	3	11.29	77.3		-2.53	3.59	66.04	1017.96	323.42	205.92	2.26	1.16	239.45	8.21	15.96	0
RV LANCE	347	3	11.27	77.31		-2.54	3.53	66.63	1018.17	314.48	201.19	2.01	1.04	244.65	9.2	17.88	0
RV LANCE	348	3	11.25	77.31		-2.48	3.61	66.34	1018.19	314.33	289.86	6.02	3.1	173.79	6.17	12	0
RV LANCE	349	3	11.21	77.34		-2.43	3.5	65.15	1018.48	344.05	345.47	10.37	5.33	137.2	3.15	6.12	0
RV LANCE	350	3	11.18	77.36		-2.38	3.47	64.23	1018.67	342.71	345.06	10.04	5.16	121.83	4.24	8.25	0
RV LANCE	351	3	11.14	77.39		-2.41	3.44	64.57	1018.96	342.71	345.64	10.08	5.19	121.66	4.36	8.47	0
RV LANCE	352	3	11.1	77.42		-2.38	3.67	62.26	1019.09	343.71	345.69	10.05	5.17	121.94	3.91	7.61	0
RV LANCE	353	3	11.07	77.44		-2.19	3.8	61.86	1018.96	344.88	345.66	9.98	5.14	114.78	3.96	7.7	0
RV LANCE	354	3	11.04	77.47		-2.29	3.65	60.03	1019.02	345.8	346.19	10.11	5.2	113.73	4.18	8.13	0
RV LANCE	355	3	11	77.5		-2.22	3.52	58.85	1018.91	344.19	346.05	10.21	5.25	132.58	3.36	6.54	0
RV LANCE	356	3	10.97	77.53		-2.17	3.49	57.63	1018.73	344.35	346.9	10.13	5.21	115.05	4.19	8.15	0
RV LANCE	357	3	10.93	77.55		-2.17	3.53	56.39	1018.57	344.18	346.51	10.04	5.17	118.21	4.09	7.95	0
RV LANCE	358	3	10.9	77.58		-2.12	3.59	55.45	1018.17	344.25	347.07	9.87	5.08	109.56	4.58	8.91	0
RV LANCE	359	3	10.87	77.6		-2.14	3.58	54.38	1018.04	345.45	347.82	9.69	4.98	113.41	5.02	9.75	0
RV LANCE	360	3	10.83	77.63		-2.07	3.68	54.35	1017.48	345.41	347.41	9.72	5	121.69	3.64	7.07	0
RV LANCE	361	3	10.8	77.66		-2.11	3.71	53.65	1017.23	345.22	347.7	9.49	4.88	104.48	5.17	10.05	0
RV LANCE	362	3	10.77	77.68		-2.39	3.76	60.92	1018.68	347.03	348.19	9.72	5	80.52	9.51	18.48	0
RV LANCE	363	3	10.75	77.71		-2.57	3.66	60.25	1019.65	347.39	347.54	9.9	5.09	94.51	7.03	13.66	0
RV LANCE	364	3	10.72	77.74		-2.54	3.41	60.71	1019.59	347.08	347.69	10.11	5.2	95.82	6.35	12.35	0
RV LANCE	365	3	10.69	77.76		-2.72	2.93	62.72	1020.43	345.83	347.38	9.97	5.13	81.21	8.75	17.01	0
RV LANCE	366	3	10.65	77.79		-2.85	2.64	61.51	1020.92	344.19	347.82	10.17	5.23	74.18	8.81	17.12	0
RV LANCE	367	3	10.62	77.82		-2.93	2.73	59.16	1021.63	344.87	348.03	10.28	5.29	87.65	8.43	16.38	0
RV LANCE	368	3	10.58	77.84		-2.84	2.85	57.77	1021.73	345.28	347.39	10.04	5.17	93.4	7.16	13.91	0
RV LANCE	369	3	10.55	77.87		-2.72	3.24	55.95	1021.16	347.03	347.67	9.93	5.11	88.15	8.08	15.71	0
RV LANCE	370	3	10.52	77.9		-2.68	2.88	55.05	1021.04	347.61	347.91	9.73	5.01	92.78	7.65	14.88	0
RV LANCE	371	3	10.49	77.92		-2.63	2.8	54.52	1021.02	346.54	347.19	9.76	5.02	91.27	7.88	15.31	0
RV LANCE	372	3	10.47	77.95		-2.58	3.24	52.67	1021	347.44	347.4	9.71	4.99	87.78	8.03	15.61	0
RV LANCE	373	3	10.44	77.98		-2.53	3.3	55.85	1020.79	347.26	346.75	9.56	4.92	83.29	8.6	16.72	0
RV LANCE	374	3	10.41	78		-2.63	3.26	60.57	1021.43	347.47	346.74	9.47	4.87	86.95	8.67	16.86	0
RV LANCE	375	3	10.38	78.03		-2.67	2.96	58.86	1021.79	347.61	346.5	9.36	4.81	80.11	8.87	17.24	0
RV LANCE	376	3	10.36	78.05		-2.65	2.5	57.14	1021.89	347.47	346.85	9.69	4.98	82.95	8.76	17.02	0
RV LANCE	377	3	10.33	78.08		-2.63	2.63	55.44	1022.19	347.39	346.25	9.74	5.01	86.96	7.2	13.99	0
RV LANCE	378	3	10.3	78.1		-2.63	2.72	57.48	1022.11	347.11	346.68	9.83	5.06	81.26	8.44	16.41	0
RV LANCE	379	3	10.27	78.13		-2.73	2.69	58.3	1022.82	343.86	344.28	9.84	5.06	81.46	8.42	16.37	0
RV LANCE	380	3	10.23	78.16		-2.69	2.88	55.06	1023.21	344.24	344.51	9.89	5.09	77.26	7.14	13.87	0
RV LANCE	381	3	10.19	78.18		-2.6	3.03	52.45	1023.25	343.67	344.53	9.76	5.02	85.07	6.64	12.9	0
RV LANCE	382	3	10.16	78.21		-2.68	3.1	54.37	1023.44	344.32	344.51	9.72	5	83.4	7.58	14.74	0
RV LANCE	383	3	10.12	78.23		-2.61	3	52.43	1023.56	343.57	344.58	9.92	5.1	86.4	6.99	13.6	0
RV LANCE	384	3	10.08	78.26		-2.63	2.9	52.66	1023.72	342.19	344.69	10.23	5.26	75.95	8.45	16.43	0
RV LANCE	385	3	10.04	78.29		-2.76	2.91	56.37	1023.94	341.44	344.01	10.28	5.29	78.64	8.96	17.41	0
RV LANCE	386	3	9.99	78.32		-2.86	2.8	55.64	1024.46	340.19	342.72	10.63	5.47	77.37	8.9	17.3	0
RV LANCE	387	3	9.94	78.34		-2.82	2.6	54.54	1024.69	341.47	342.46	10.93	5.62	77.69	8.85	17.2	0
RV LANCE	388	3	9.9	78.37		-2.76	2.51	53.4	1024.87	342.88	343.09	10.71	5.51	80.16	7.74	15.04	0
RV LANCE	389	3	9.85	78.4		-2.74	2.69	54.18	1025.04	342.18	342.42	10.89	5.6	66.69	8.25	16.04	0
RV LANCE	390	3	9.81	78.43		-2.86	2.71	52.45	1025.37	342.4	342.9	10.93	5.62	59.59	8.46	16.45	0
RV LANCE	391	3	9.76	78.46		-2.89	2.77	51.78	1025.76	337.34	337.93	10.84	5.57	67.71	6.54	12.71	0
RV LANCE	392	3	9.7	78.49		-2.86	2.81	50.67	1026.07	335.47	335.78	10.88	5.6	61.51	6.51	12.65	0
RV LANCE	393	3	9.63	78.51	35.07	-2.78	2.91	50.39	1026.08	331.03	332.04	10.91	5.61	71.14	6.27	12.19	0
RV LANCE	394	3	9.56	78.54	35.07	-2.7	2.98	50.57	1026.11	331.03	330.72	10.13	5.21	75.8	6.47	12.58	0
RV LANCE	395	3	9.49	78.56	35.08	-2.65	3.2	50.13	1026.22	332.21	330.9	9.91	5.1	76.62	5.55	10.78	0
RV LANCE	396	3	9.43	78.59	35.08	-2.57	3.08	49.03	1026.17	332.5	330.44	10.33	5.32	73.54	5.06	9.84	0
RV LANCE	397	3	9.36	78.61	35.09	-2.57	3.08	46.86	1026.35	330.85	330.77	10.37	5.34	64.81	4.57	8.89	0
RV LANCE	398	3	9.29	78.64	35.09	-2.55	3.08	44.69	1026.56	331.55	330.23	10.35	5.33	53.86	5.11	9.94	0
RV LANCE	399	3	9.22	78.66	35.09	-2.51	3.12	46.08	1026.54	330.42	330.91	9.4	4.83	43.2	6.24	12.13	0
RV LANCE	400	3	9.16	78.68	35.09	-2.52	2.97	46.94	1026.64	331.73	330.44	9.21	4.74	34.84	6.2	12.05	0
RV LANCE	401	3	9.09	78.71	35.09	-2.56	2.17	46.44	1026.91	329.76	331.14	9.55	4.91	26.85	5.49	10.68	0
RV LANCE	402	3	9.02	78.73	35.08	-2.57	2.83	47.35	1026.98	327.79	331.38	9.66	4.97	44.17	5.89	11.46	0
RV LANCE	403	3	8.95	78.75	35.03	-2.59	3.12	48.31	1027.13	326.59	327.89	9.71	4.99	49.53	6.38	12.41	0
RV LANCE	404	3	8.87	78.77	35.06	-2.61	3.13	48.94	1027.31	328.51	328.29	9.9	5.09	48.56	6.04	11.74	0
RV LANCE	405	3	8.8	78.8	35.09	-2.61	2.85	49.72	1027.49	329.17	328.53	9.87	5.08	47.32	6.58	12.79	0
RV LANCE	406	3	8.73	78.82	35.09	-2.59	2.88	47.25	1027.47	328.76	328.19	9.75	5.02	45.8	6.28	12.21	0
RV LANCE	407	3	8.66	78.84	35.09	-2.5	3.06	47.63	1027.49	329.92	328.15	9.71	5	49.53	6.32	12.29	0
RV LANCE	408	3	8.59	78.87	35.08	-2.5	2.72	45.24	1027.59	329.4	327.88	9.86	5.07	44.12	6.42	12.48	0
RV LANCE	409	3	8.51	78.89	35.09	-2.36	2.97	44.29	1027.59	327.46	328.24	10.35	5.32	41.58	7.2	14	0
RV LANCE	410	3	8.43	78.92	35.08	-2.35	3.19	43.8	1027.56	328	328.13	10.21	5.25	35.23	7.76	15.08	0
RV LANCE	411	3	8.36	78.94	35.08	-2.32	3.2	48.01	1027.61	329.27	328.17	10.46	5.38	39.89	7.59	14.76	0
RV LANCE	412	3	8.28	78.96	35.09	-2.21	3.2	46.52	1027.54	331.09	327.74	10.81	5.56	40.63	8.2	15.93	0
RV LANCE	413	3	8.2	78.99	35.09	-2.24	2.98	48.06	1027.55	330.97	327.81	10.87	5.59	37.53	8.38	16.28	0
RV LANCE	414	3	8.13	79.02	35.09	-2.19	2.78	50.55	1027.62	329.65	327.71	10.77	5.54	35.3	8.06	15.67	0
RV LANCE	415	3	8.05	79.04	35.09	-2.13	2.84	51.83	1027.68	326.89	328.37	10.84	5.58	17.47	7.3	14.2	0
RV LANCE	416	3	7.96	79.07	35.08	-1.44	2.87	51.46	1026.23	325.09	327.63	10.38	5.34	27.73	11.01	21.4	0
RV LANCE	417	3	7.87	79.09	35.08	-1.32	2.81	47.44	1024.94	325.44	328.16	10.13	5.21	41.55	11.94	23.21	0
RV LANCE	418	3	7.79	79.11	35.09	-1.34	2.93	46.82	1025.14	324.95	327.82	9.74	5.01	34.7	12.67	24.63	0
RV LANCE	419	3	7.71	79.13	35.08	-1.25	2.87	45.41	1024.8	325.62	328.51	9.63	4.96	35.91	13.57	26.38	0
RV LANCE	420	3	7.63	79.16	35.08	-1.36	2.81	46.75	1024.93	326.44	328.01	9.49	4.88	38.97	13.49	26.22	0
RV LANCE	421	3	7.56	79.18	35.08	-1.53	2.79	50.46	1025.37	328.18	328.61	9.42	4.85	44.53	13.64	26.52	0
RV LANCE	422	3	7.48	79.2	35.08	-1.62	2.78	51.07	1025.87	327.6	327.83	9.71	5	46.67	13.49	26.23	0
RV LANCE	423	3	7.41	79.22	35.08	-1.63	2.87	50.38	1025.99	327.93	328.27	9.83	5.06	46.06	13.48	26.21	0
RV LANCE	424	3	7.33	79.25	35.09	-1.68	2.83	48.88	1026.19	328.08	328.12	9.66	4.97	47.18	13.51	26.26	0
RV LANCE	425	3	7.26	79.27	35.09	-1.76	2.85	48.33	1026.36	327.15	328.52	9.16	4.71	51.53	13.61	26.45	0
RV LANCE	426	3	7.18	79.29	35.09	-1.86	2.9	51.19	1026.63	327.41	328.15	8.84	4.55	52.26	13.29	25.84	0
RV LANCE	427	3	7.11	79.31	35.09	-1.95	2.9	53.35	1026.9	324.68	328.31	9.11	4.69	50.94	13.75	26.74	0
RV LANCE	428	3	7.03	79.33	35.09	-1.99	2.9	57.3	1027.1	323.53	327.85	10.02	5.15	54.38	13.09	25.45	0
RV LANCE	429	3	6.94	79.35	35.09	-1.99	2.9	61.95	1027.12	325.27	327.99	10.17	5.23	52.61	13.64	26.52	0
RV LANCE	430	3	6.85	79.38	35.09	-1.92	2.86	59.88	1027.13	325.34	327.72	10.34	5.32	55	13.3	25.85	0
RV LANCE	431	3	6.76	79.4	35.09	-2.06	2.9	62.54	1027.38	326.89	328.68	10.61	5.46	55.92	13.64	26.51	0
RV LANCE	432	3	6.67	79.43	35.08	-2.18	2.9	62.1	1027.64	327.05	328.25	11.23	5.78	54.42	13.14	25.54	0
RV LANCE	433	3	6.58	79.45	35.09	-2.29	2.88	62.33	1027.94	327.76	329.13	11.64	5.99	53.2	14.26	27.72	0
RV LANCE	434	3	6.49	79.48	35.09	-2.42	2.86	59.87	1028.29	327.06	329.21	11.85	6.1	53.72	13.77	26.77	0
RV LANCE	435	3	6.39	79.51	35.09	-2.43	2.9	60.63	1028.5	327.09	329.3	11.54	5.94	52.21	13.2	25.65	0
