CRUISE	station	depth	long	lat	Salinity	air temp / deg C	sea temp / deg C	rh / %	press / hPa	boat course	boat heading	boat speed / kts	boat speed / ms-1	apparent wind dir (0 deg is the bow)	apparent wind speed ms-1	apparent wind speed / kts	Ice status
RV LANCE	625	3	5.53	79.99	34.99	-6.79	2.19	75.66	1049.79	237.98	88.74	1.28	0.66	301.67	15.28	29.7	0
RV LANCE	626	3	5.53	79.99	34.97	-6.57	2.24	76.8	1049.74	192.89	84.14	0.85	0.44	304.33	15.59	30.3	0
RV LANCE	627	3	5.53	79.99	35	-6.6	2.15	76.87	1049.48	167.41	120.72	1.77	0.91	300.88	15.38	29.91	0
RV LANCE	628	3	5.52	79.98	35.01	-6.77	2.18	75.29	1049.93	190.76	167.51	4.48	2.3	271.94	10.87	21.12	0
RV LANCE	629	3	5.44	79.97	35.01	-6.83	2.12	75.98	1050.67	228.12	226.41	8.95	4.6	227.74	4.38	8.51	0
RV LANCE	630	3	5.34	79.95	35.01	-6.61	1.91	78.21	1050.75	229.53	227.12	8.73	4.49	232.68	3.55	6.91	0
RV LANCE	631	3	5.23	79.94	35	-6.5	1.96	79.21	1050.52	229.06	225.4	8.78	4.52	226.99	3.34	6.49	0
RV LANCE	632	3	5.13	79.92	34.97	-6.52	2.09	79.24	1050.31	226.57	222.16	8.78	4.52	237.35	3.95	7.68	0
RV LANCE	633	3	5.03	79.9	34.97	-6.57	2.19	77.97	1050.31	223.96	221.59	9.09	4.68	224.48	4.76	9.26	0
RV LANCE	634	3	4.93	79.89	34.99	-6.58	1.57	76.47	1050.46	222	220.16	8.87	4.57	237.13	3.87	7.52	0
RV LANCE	635	3	4.84	79.87	35.01	-6.44	1.82	75.83	1050.15	221.73	218.85	8.94	4.6	228.93	4.25	8.26	0
RV LANCE	636	3	4.75	79.85	34.96	-6.28	2	75.98	1050.07	221.55	217.56	8.56	4.4	230.17	4.62	8.99	0
RV LANCE	637	3	4.66	79.83	34.96	-6.22	1.99	76.23	1050.04	220.02	215.84	8.49	4.37	233.44	4.07	7.9	0
RV LANCE	638	3	4.58	79.81	34.99	-6.18	1.99	76.84	1050.11	218.35	214.76	8.39	4.32	231.35	4.27	8.3	0
RV LANCE	639	3	4.5	79.8	35	-6.14	1.87	77.06	1050.04	217.64	214.31	8.51	4.38	235.29	4.03	7.84	0
RV LANCE	640	3	4.42	79.78	34.99	-6.05	1.57	77.53	1049.83	216.93	214.02	8.58	4.42	227.45	4.4	8.56	0
RV LANCE	641	3	4.33	79.76	34.97	-6.11	0.85	77.46	1049.96	216.71	213.53	8.79	4.52	225.79	4.34	8.43	0
RV LANCE	642	3	4.25	79.74	34.92	-6.08	0.55	77.44	1050.13	218.61	214.94	8.61	4.43	243.48	3.86	7.51	0
RV LANCE	643	3	4.17	79.72	34.8	-6.15	0.17	76.73	1050.19	219.46	215.53	8.54	4.39	232.63	4.1	7.98	0
RV LANCE	644	3	4.08	79.7	34.73	-5.95	-0.06	76.29	1050.17	219.44	215.47	8.54	4.39	226.45	4.21	8.19	0
RV LANCE	645	3	4	79.68	34.63	-5.9	-0.07	74.81	1050.34	219.72	216.21	8.55	4.4	230.55	3.68	7.15	0
RV LANCE	646	3	3.92	79.67	34.55	-5.84	0.05	75.36	1050.21	218.59	216.65	8.47	4.36	232.52	3.57	6.94	0
RV LANCE	647	3	3.83	79.65	34.53	-5.83	0.31	73.77	1050.26	219.8	217.78	8.48	4.36	221.15	4.07	7.92	0
RV LANCE	648	3	3.75	79.63	34.54	-5.58	0.38	74.03	1050.25	220.12	218.57	8.39	4.32	232.65	3.56	6.92	0
RV LANCE	649	3	3.67	79.61	34.58	-5.67	0.28	72.4	1050.26	221.12	219.59	8.56	4.4	231.74	3.99	7.75	0
RV LANCE	650	3	3.58	79.59	34.61	-5.58	0.01	72.08	1050.11	221.92	220.71	8.69	4.47	222.45	4.46	8.67	0
RV LANCE	651	3	3.49	79.58	34.6	-5.51	-1.11	71.71	1050.13	221.77	220.88	8.67	4.46	225.71	3.84	7.47	0
RV LANCE	652	3	3.4	79.56	34.54	-5.4	-1.7	72.17	1050	222.84	221.71	8.84	4.55	232.66	3.56	6.92	0
RV LANCE	653	3	3.31	79.54	34.35	-5.44	-1.7	70.93	1050.08	223.79	222.03	8.72	4.49	228.11	3.72	7.23	0
RV LANCE	654	3	3.22	79.52	34.29	-5.4	-1.7	70.81	1050.18	223.51	221.67	8.86	4.56	226.85	3.33	6.47	0
RV LANCE	655	3	3.12	79.51	34.26	-5.36	-1.59	71.28	1050.13	223.19	221.34	9.01	4.63	221.36	3.61	7.01	0
RV LANCE	656	3	3.03	79.49	34.25	-5.31	-1.51	71.32	1049.98	221.92	221.29	8.84	4.55	225.92	3.51	6.83	0
RV LANCE	657	3	2.94	79.47	34.24	-5.36	-1.64	70.3	1049.86	220.95	220.31	8.88	4.57	224.65	3.64	7.07	0
RV LANCE	658	3	2.86	79.45	34.24	-5.27	-1.7	71.05	1049.94	220.5	219.88	8.76	4.51	227.27	3.44	6.69	0
RV LANCE	659	3	2.77	79.43	34.24	-5.31	-1.7	70.98	1049.8	220.84	219.68	9	4.63	230.77	3.44	6.69	0
RV LANCE	660	3	2.68	79.41	34.24	-5.23	-1.73	70.84	1049.67	220.12	219.47	9.08	4.67	223.88	3.24	6.3	0
RV LANCE	661	3	2.59	79.39	34.26	-5.2	-1.8	70.07	1049.63	222.91	222.64	9.34	4.81	226.6	3.41	6.63	0
RV LANCE	662	3	2.5	79.38	34.27	-5.25	-1.83	67.84	1049.6	218.26	217.2	9.01	4.63	234.58	3.45	6.7	0
RV LANCE	663	3	2.41	79.36	34.27	-5.14	-1.8	70.47	1049.53	218.93	217.97	9.36	4.81	235.4	2.95	5.73	0
RV LANCE	664	3	2.33	79.34	34.26	-5.21	-1.72	70.62	1049.56	218.13	216.79	9.33	4.8	216.99	3.55	6.9	0
RV LANCE	665	3	2.24	79.32	34.25	-5.24	-1.76	73.01	1049.6	218.87	217.37	9.16	4.71	220.44	3.36	6.53	0
RV LANCE	666	3	2.15	79.3	34.25	-5.17	-1.75	73.5	1049.61	220.08	218.16	9.21	4.74	212.23	3.16	6.15	0
RV LANCE	667	3	2.07	79.28	34.25	-5.29	-1.78	74.85	1049.72	221.1	218.2	9.08	4.67	215.27	2.67	5.18	0
RV LANCE	668	3	1.97	79.26	34.26	-5.19	-1.35	75.45	1049.56	222.93	218.69	9.36	4.82	207.16	2.39	4.65	0
RV LANCE	669	3	1.88	79.24	34.27	-5.17	-0.27	76.67	1049.45	222.59	219.1	9.51	4.89	221.01	2.9	5.64	0
RV LANCE	670	3	1.79	79.22	34.31	-5.06	-0.09	76.66	1049.41	222.09	224.73	9.16	4.71	198.82	3.11	6.04	0
RV LANCE	671	3	1.69	79.2	34.47	-4.96	-1.78	74.17	1049.31	229.66	232.5	9.02	4.64	195.28	2.37	4.6	0
RV LANCE	672	3	1.59	79.19	34.55	-4.99	-1.8	74.6	1049.23	232.25	233.1	9.1	4.68	202.35	2.47	4.8	0
RV LANCE	673	3	1.48	79.17	34.3	-5.06	-1.76	75.51	1049.13	233.53	233.74	9.13	4.7	194.9	2.32	4.51	0
RV LANCE	674	3	1.37	79.16	34.27	-5.06	-1.53	76.28	1049.06	234	234.13	9.07	4.67	188.63	2.08	4.03	0
RV LANCE	675	3	1.27	79.14	34.27	-5.03	-1.33	76.46	1049.07	233.48	234.26	9.06	4.66	186.19	2.02	3.93	0
RV LANCE	676	3	1.16	79.13	34.27	-5.08	-0.89	78.94	1048.96	233.82	235.1	9.05	4.66	171.36	2.4	4.67	0
RV LANCE	677	3	1.06	79.11	34.27	-5	0.19	80.06	1048.91	231.52	234.33	8.83	4.54	182.71	1.99	3.87	0
RV LANCE	678	3	0.95	79.1	34.28	-4.96	0.92	79.67	1048.87	234.32	235.67	8.72	4.49	179.69	2.01	3.91	0
RV LANCE	679	3	0.85	79.08	34.33	-4.84	1.52	80.22	1048.84	234.55	234.58	8.76	4.5	193.29	2.23	4.33	0
RV LANCE	680	3	0.74	79.07	34.4	-5.05	1.56	81.34	1048.68	257.12	256.57	7.25	3.73	141.99	2.58	5.01	0
RV LANCE	681	3	0.67	79.07	34.49	-4.85	2.06	81.93	1048.48	277.86	278.36	4.14	2.13	124.74	3.81	7.41	0
RV LANCE	682	3	0.63	79.08	34.58	-4.73	2.14	81.16	1048.16	312.02	316.15	2.57	1.32	88.51	8.07	15.69	0
RV LANCE	683	3	0.6	79.08	34.67	-4.77	1.81	81.04	1048.59	273.97	276.18	2.36	1.21	123.97	4.48	8.71	0
RV LANCE	684	3	0.58	79.08	34.74	-4.97	1.52	81.71	1048.49	247.23	319.53	0.76	0.39	82.64	6.62	12.86	0
RV LANCE	685	3	0.58	79.08	34.82	-4.88	1.32	82.04	1048.48	268.74	329.52	0.9	0.46	83.23	7.73	15.02	0
RV LANCE	686	3	0.57	79.08	34.83	-4.84	0.97	81.66	1048.48	297.95	320.92	1.5	0.77	86.08	7.23	14.05	0
RV LANCE	687	3	0.55	79.08	34.81	-5.09	0.56	82.03	1048.62	250.16	319.65	1.16	0.6	45.38	9.42	18.31	0
RV LANCE	688	3	0.55	79.08	34.79	-5.95	0.39	85.51	1048.67	260.84	292.5	0.7	0.36	83.72	7.92	15.4	0
RV LANCE	689	3	0.54	79.08	34.75	-6.58	0.17	87.23	1048.68	279.89	303	0.79	0.41	72.9	9.35	18.18	0
RV LANCE	690	3	0.54	79.09	34.7	-7.19	0.02	88.37	1048.92	157.77	159.39	1.13	0.58	192.37	9.13	17.75	0
RV LANCE	691	3	0.54	79.09	34.65	-7.14	0.04	89.3	1049.07	144.89	125.21	0.6	0.31	239.32	6.07	11.81	0
RV LANCE	692	3	0.55	79.09	34.62	-7.37	0.1	89.54	1049.05	180.12	122.36	0.57	0.29	239.29	7.12	13.84	0
RV LANCE	693	3	0.54	79.08	34.59	-7.92	0.19	89.63	1049.01	182.8	120.27	0.52	0.27	240.9	6.36	12.36	0
RV LANCE	694	3	0.54	79.08	34.57	-8.12	0.27	90.09	1049.25	188.62	121.09	0.51	0.26	237.33	6.42	12.48	0
RV LANCE	695	3	0.54	79.08	34.57	-7.6	0.23	90.42	1048.99	172.99	124.53	0.53	0.27	240.1	6.08	11.82	0
RV LANCE	696	3	0.54	79.08	34.58	-7.27	0.15	90.58	1049.12	180.41	120.86	0.47	0.24	241.96	5.51	10.71	0
RV LANCE	697	3	0.54	79.08	34.59	-7.49	0.11	90.52	1049.28	187.03	120.09	0.51	0.26	246.31	4.92	9.56	0
RV LANCE	698	3	0.54	79.08	34.6	-7.92	0.12	90.58	1049.55	154.88	208.92	0.5	0.26	160.29	4.42	8.58	0
RV LANCE	699	3	0.54	79.09	34.59	-7.62	0.03	90.93	1049.18	309.21	319.15	1.33	0.68	59.77	9.56	18.58	0
RV LANCE	700	3	0.53	79.09	34.58	-7.76	-0.21	90.78	1049.17	309.73	325.23	1.44	0.74	49.12	9.82	19.1	0
RV LANCE	701	3	0.52	79.09	34.58	-8.02	-0.39	90.83	1049.39	208.66	260.39	0.83	0.42	28.66	9.77	19	0
RV LANCE	702	3	0.52	79.09	34.58	-7.94	-0.45	90.97	1049.35	125.05	131.05	0.95	0.49	212.91	9.29	18.05	0
RV LANCE	703	3	0.53	79.09	34.56	-8.33	-0.44	90.88	1049.57	187.51	261	1.14	0.59	167.6	9.14	17.77	0
RV LANCE	704	3	0.53	79.1	34.52	-8.2	-0.5	91.11	1049.57	92.49	156.32	1.25	0.64	221.03	9.45	18.37	0
RV LANCE	705	3	0.54	79.1	34.5	-8.31	-0.5	90.97	1049.58	73.12	63.71	1.1	0.57	225.28	9.5	18.46	0
RV LANCE	706	3	0.54	79.1	34.48	-8	-0.5	91.3	1049.48	117.81	211.02	1.08	0.56	105.83	9.3	18.07	0
RV LANCE	707	3	0.54	79.11	34.48	-7.94	-0.5	91.22	1049.53	139.87	352.48	1.2	0.61	16.8	9.49	18.45	0
RV LANCE	708	3	0.55	79.11	34.47	-7.79	-0.5	91.37	1049.44	193.5	345.14	1.2	0.62	24.66	9.87	19.18	0
RV LANCE	709	3	0.54	79.11	34.46	-7.59	-0.5	91.42	1049.23	251.31	343.05	1.12	0.58	33.64	10.21	19.85	0
RV LANCE	710	3	0.54	79.11	34.46	-7.45	-0.5	91.51	1049.21	242.07	343.83	1.09	0.56	32.89	10.51	20.42	0
RV LANCE	711	3	0.54	79.12	34.46	-7.43	-0.5	91.49	1049.16	267.62	342.16	1.1	0.57	38.22	10.6	20.61	0
RV LANCE	712	3	0.53	79.12	34.46	-7.28	-0.5	91.63	1049.27	268.81	345.2	1.13	0.58	41.68	10.28	19.99	0
RV LANCE	713	3	0.53	79.12	34.46	-7.11	-0.5	91.76	1049.21	298.02	343.56	1.21	0.62	47.48	10.42	20.26	0
RV LANCE	714	3	0.52	79.13	34.46	-6.94	-0.49	91.82	1049.34	295.17	346.13	1.28	0.66	45.05	9.69	18.84	0
RV LANCE	715	3	0.52	79.13	34.46	-7.19	-0.43	91.61	1049.5	261.56	342.67	1.39	0.71	35.89	9.33	18.13	0
RV LANCE	716	3	0.52	79.13	34.45	-7.49	-0.46	91.64	1049.61	230.86	344.89	1.41	0.72	38.21	8.83	17.16	0
RV LANCE	717	3	0.52	79.14	34.44	-7.27	-0.41	91.88	1049.43	271.33	345.7	1.55	0.8	54.73	8.31	16.16	0
RV LANCE	718	3	0.51	79.14	34.45	-6.88	-0.37	92.16	1049.45	308.07	340.96	1.36	0.7	52.56	7.92	15.39	0
RV LANCE	719	3	0.51	79.15	34.45	-6.79	-0.36	92.02	1049.43	278.53	348.19	1.53	0.79	45.61	8.09	15.72	0
RV LANCE	720	3	0.5	79.15	34.46	-6.63	-0.17	92.14	1049.45	321.43	343.66	1.81	0.93	50.33	7.88	15.31	0
RV LANCE	721	3	0.49	79.15	34.46	-6.57	-0.13	92.13	1049.51	338.44	343.92	1.94	1	57.27	6.92	13.45	0
RV LANCE	722	3	0.48	79.16	34.46	-6.54	-0.01	92.17	1049.47	337.6	343.64	1.95	1	55.17	7.17	13.94	0
RV LANCE	723	3	0.47	79.16	34.47	-6.46	-0.19	92.28	1049.5	324.85	340.3	1.44	0.74	64.2	6.49	12.61	0
RV LANCE	724	3	0.46	79.17	34.49	-6.58	-0.3	92.18	1049.46	328.71	345.18	1.72	0.88	58.36	6.77	13.16	0
RV LANCE	725	3	0.45	79.17	34.49	-6.44	-0.1	92.35	1049.47	228.21	155.18	1.09	0.56	198.05	5.72	11.12	0
RV LANCE	726	3	0.45	79.17	34.5	-6.38	-0.07	92.37	1049.59	155.61	127.21	0.61	0.31	255.22	4.08	7.94	0
RV LANCE	727	3	0.45	79.17	34.45	-6.32	-0.09	92.46	1049.62	234.37	129.71	0.5	0.26	254.15	3.83	7.44	0
RV LANCE	728	3	0.45	79.17	34.43	-6.26	-0.12	92.44	1049.61	221.1	132.22	0.54	0.28	252.78	3.94	7.66	0
RV LANCE	729	3	0.44	79.17	34.45	-6.26	-0.18	92.4	1049.61	239.96	131.53	0.5	0.26	248.42	3.42	6.65	0.5
RV LANCE	730	3	0.44	79.17	34.45	-6.18	-0.27	92.43	1049.68	248.01	138.67	0.51	0.26	243.22	3.45	6.71	0.5
RV LANCE	731	3	0.44	79.17	34.45	-6.01	-0.28	92.5	1049.78	197.56	134.17	0.62	0.32	252.25	3	5.83	0.5
RV LANCE	732	3	0.44	79.17	34.45	-5.93	-0.23	92.54	1049.83	102.26	95.16	0.51	0.26	298.15	4.44	8.62	0.5
RV LANCE	733	3	0.45	79.17	34.43	-5.79	-0.21	92.59	1049.78	136.53	130	0.44	0.23	256.24	3.67	7.12	0.5
RV LANCE	734	3	0.45	79.17	34.43	-5.65	-0.27	92.64	1049.86	172.89	148.86	0.49	0.25	242.7	2.54	4.93	0.5
RV LANCE	735	3	0.45	79.17	34.43	-5.57	-0.14	92.66	1049.9	117.81	120.17	1.06	0.55	286.6	3.91	7.6	0.5
RV LANCE	736	3	0.47	79.17	34.45	-5.53	-0.17	92.68	1049.85	110.9	114.44	1.17	0.6	299.39	4.1	7.98	0.5
RV LANCE	737	3	0.48	79.17	34.45	-5.4	-0.04	92.77	1049.92	115.43	113.31	1.25	0.64	300.78	4.19	8.15	0
RV LANCE	738	3	0.5	79.16	34.46	-5.29	0.02	92.82	1049.94	114.74	113.68	1.44	0.74	300.97	3.98	7.74	0
RV LANCE	739	3	0.52	79.16	34.46	-5.17	0.17	92.77	1049.87	123.71	130.17	1.35	0.69	293.34	3.69	7.17	0
RV LANCE	740	3	0.53	79.16	34.46	-5.09	0.13	92.6	1049.95	124.2	136.83	1.67	0.86	300.81	3.19	6.2	0
RV LANCE	741	3	0.56	79.16	34.48	-4.97	0.1	92.25	1049.84	115.2	140.53	1.49	0.77	298.3	2.52	4.91	0
RV LANCE	742	3	0.57	79.16	34.5	-4.85	-0.08	91.86	1049.83	74.7	178.6	0.63	0.33	257.89	2.41	4.68	0
RV LANCE	743	3	0.57	79.16	34.53	-4.84	-0.06	91.44	1049.87	137.36	222.78	0.68	0.35	234.5	2.32	4.5	0
RV LANCE	744	3	0.58	79.16	34.56	-4.78	-0.16	91.04	1049.84	122.31	140.4	1.48	0.76	302.47	3.68	7.15	0
RV LANCE	745	3	0.6	79.15	34.52	-4.78	-0.28	90.8	1049.88	101.57	121.15	1.59	0.82	277.72	3.31	6.43	0
RV LANCE	746	3	0.62	79.15	34.49	-4.68	-0.21	90.39	1049.89	91.8	108.14	1.53	0.79	284.62	3.27	6.36	0
RV LANCE	747	3	0.64	79.15	34.46	-4.58	-0.25	90.24	1049.84	95.4	126.98	1.13	0.58	232.68	3.05	5.93	0
RV LANCE	748	3	0.65	79.15	34.45	-4.58	-0.2	89.94	1049.86	69.1	53.31	0.86	0.44	36.36	3.01	5.85	0
RV LANCE	749	3	0.66	79.16	34.44	-4.62	-0.31	90.36	1049.83	65.17	98.43	0.88	0.45	190.9	2.77	5.37	0
RV LANCE	750	3	0.67	79.16	34.45	-4.51	-0.17	90.12	1049.84	112.79	142.74	2.29	1.18	313.14	3.72	7.23	0
RV LANCE	751	3	0.73	79.15	34.46	-4.5	-0.71	88.83	1049.9	122.88	128.33	6.64	3.41	346.08	5.15	10.01	0
RV LANCE	752	3	0.83	79.13	34.47	-4.5	-0.74	88.13	1049.93	135.83	139.22	9.85	5.07	195.81	5.87	11.42	0
RV LANCE	753	3	0.93	79.11	34.47	-4.35	-0.52	86.91	1049.84	137.34	139.3	11.14	5.73	21.2	8.12	15.79	0
RV LANCE	754	3	1.06	79.09	34.46	-3.92	1.32	84.34	1049.65	120.32	121.24	11.46	5.89	34.42	8.79	17.08	0
RV LANCE	755	3	1.2	79.08	34.42	-3.84	1.57	81.94	1049.78	117.56	117.78	11.58	5.96	39.2	8.57	16.66	0
RV LANCE	756	3	1.35	79.06	34.43	-3.74	1.14	79.33	1049.74	114.07	113.49	11.51	5.92	43.05	8.46	16.44	0
RV LANCE	757	3	1.51	79.05	34.5	-3.88	-0.75	77.96	1049.93	111.09	110.89	11.28	5.8	31.42	8.26	16.06	0
RV LANCE	758	3	1.66	79.04	34.69	-4.28	-1.76	80.32	1050.24	112.13	111.04	11.27	5.8	24.11	7.16	13.92	0
RV LANCE	759	3	1.81	79.03	34.73	-4.31	-1.75	82.03	1050.5	112.45	110.51	11.05	5.69	17.71	5.57	10.83	0
RV LANCE	760	3	1.96	79.02	34.62	-4.25	-1.24	83.35	1050.62	113.32	110.63	10.92	5.62	25.55	5.5	10.69	0
RV LANCE	761	3	2.11	79.01	34.45	-4.02	-0.37	82.33	1050.62	107.7	110.94	11.38	5.85	21.79	6.49	12.62	0
RV LANCE	762	3	2.26	79	34.36	-4.13	-1.68	81.52	1050.66	109.78	110.79	11.33	5.83	193.94	5.41	10.52	0
RV LANCE	763	3	2.42	78.99	34.33	-3.94	-1.69	79.08	1050.59	110.86	110.77	11.33	5.83	64.38	5.71	11.09	0
RV LANCE	764	3	2.57	78.97	34.42	-3.63	-1.79	70.16	1050.47	111.33	110.63	11.33	5.83	38.68	8.31	16.15	0
RV LANCE	765	3	2.72	78.96	34.43	-3.65	-1.8	65.64	1050.58	115.94	114.06	11.43	5.88	31.34	8.51	16.54	0
RV LANCE	766	3	2.87	78.95	34.34	-3.69	-1.8	63.45	1050.82	116.67	113.59	11.59	5.96	32.41	7.61	14.79	0
RV LANCE	767	3	3.02	78.93	34.33	-3.67	-1.69	62.91	1050.91	114.67	113.82	11.68	6.01	24.51	6.99	13.59	0
RV LANCE	768	3	3.17	78.92	34.31	-3.69	-1.66	61.95	1050.93	112.72	114.1	11.67	6	20.13	6.2	12.05	0
RV LANCE	769	3	3.33	78.91	34.28	-3.68	-0.77	60.67	1051.03	113.07	113.92	11.39	5.86	20.17	6.21	12.07	0
RV LANCE	770	3	3.47	78.9	34.28	-3.65	-0.55	60.16	1050.97	114.41	114.42	11.25	5.79	33.82	6.65	12.93	0
RV LANCE	771	3	3.62	78.88	34.32	-3.7	-1.1	58.92	1051.08	115.48	114.04	11.25	5.79	23.54	6.85	13.32	0
RV LANCE	772	3	3.77	78.87	34.34	-3.63	-0.84	59.39	1051.04	115.5	114.52	11.48	5.91	32	4.98	9.69	0
RV LANCE	773	3	3.92	78.86	34.45	-3.53	-0.32	59.21	1050.86	115.21	114.18	11.43	5.88	33.32	5.95	11.57	0
RV LANCE	774	3	4.06	78.84	34.46	-3.54	0.43	57.69	1050.87	115.26	113.81	11.47	5.9	44.69	4.76	9.26	0
RV LANCE	775	3	4.21	78.83	34.42	-3.49	2.17	58.25	1050.62	113.13	114.04	11.15	5.74	47.58	4.42	8.58	0
RV LANCE	776	3	4.36	78.82	34.46	-3.48	2.52	58.03	1050.54	112.01	113.99	11	5.66	47.56	4	7.78	0
RV LANCE	777	3	4.5	78.81	34.53	-3.49	2.3	57.5	1051.05	112.76	113.91	11.3	5.81	33.62	4.64	9.01	0
RV LANCE	778	3	4.65	78.79	34.75	-3.38	2.24	58.22	1051.14	112.78	114.19	11.35	5.84	45.45	3.84	7.46	0
RV LANCE	779	3	4.8	78.78	34.99	-3.33	2.07	58.13	1051.07	114.08	114.11	11.14	5.73	136.08	4.25	8.27	0
RV LANCE	780	3	4.94	78.77	35.04	-3.32	2.11	57.11	1051.12	114.93	114.28	11.12	5.72	52.27	4.3	8.35	0
RV LANCE	781	3	5.08	78.76	35.03	-3.31	2.06	57.11	1051.02	114.79	114.02	11.21	5.77	280.11	4.89	9.51	0
RV LANCE	782	3	5.23	78.74	35.03	-3.35	2.13	57.3	1051.04	114.8	114.33	11.28	5.8	278.72	5.01	9.73	0
RV LANCE	783	3	5.38	78.73	35.02	-3.39	2.02	57.25	1051.08	114.7	113.99	11.47	5.9	330.43	4.1	7.98	0
RV LANCE	784	3	5.52	78.72	35.01	-3.31	2.38	57.81	1050.96	114.93	113.91	11.53	5.93	305.92	5.23	10.17	0
RV LANCE	785	3	5.67	78.7	35.02	-3.2	2.31	57.53	1050.37	113.86	113.71	11.49	5.91	187.97	4.87	9.47	0
RV LANCE	786	3	5.82	78.69	35.02	-3.32	2	58.43	1050.05	113.72	113.91	11.26	5.79	335.25	6.42	12.49	0
RV LANCE	787	3	5.96	78.68	35.03	-3.36	2.2	58.29	1050.52	114.12	113.72	11.3	5.81	328.73	6.13	11.92	0
RV LANCE	788	3	6.11	78.66	35.05	-3.31	2.78	58.56	1050.42	114.07	113.8	11.31	5.82	335.43	4.61	8.97	0
RV LANCE	789	3	6.25	78.65	35.04	-3.31	2.85	58.71	1050.37	112.15	114.46	11.37	5.85	322.05	5.38	10.45	0
RV LANCE	790	3	6.4	78.64	35.03	-3.31	2.9	59.17	1049.96	112.65	114.09	11.45	5.89	326.82	6.54	12.71	0
RV LANCE	791	3	6.55	78.63	35.05	-3.25	2.9	59.64	1050.21	113.19	114.25	11.65	5.99	308.71	5.82	11.32	0
RV LANCE	792	3	6.7	78.62	35.08	-3.28	2.9	59.79	1050.31	113.44	114.39	11.52	5.92	311.91	5.95	11.56	0
RV LANCE	793	3	6.85	78.6	35.09	-3.28	2.9	60.14	1050.21	113.17	114.33	11.6	5.97	319.77	6.14	11.93	0
RV LANCE	794	3	7	78.59	35.09	-3.16	2.99	62.25	1050.32	113.47	114.59	11.57	5.95	314.79	6.89	13.4	0
RV LANCE	795	3	7.14	78.58	35.09	-3.17	2.98	63.21	1050.38	115.04	114.24	11.49	5.91	317.25	7.5	14.58	0
RV LANCE	796	3	7.29	78.56	35.09	-3.21	2.9	63.08	1050.63	115.72	113.89	11.48	5.9	316.22	7.56	14.7	0
RV LANCE	797	3	7.43	78.55	35.09	-3.21	2.91	62.99	1050.55	115.5	113.61	11.38	5.86	317.71	7.85	15.27	0
RV LANCE	798	3	7.58	78.54	35.09	-3.16	3	64.33	1050.38	115.79	114.09	11.49	5.91	318.26	8.1	15.75	0
RV LANCE	799	3	7.72	78.52	35.09	-3.17	3.02	62.93	1050.44	115.01	113.6	11.33	5.83	312.48	8.12	15.79	0
RV LANCE	800	3	7.86	78.51	35.09	-3.13	3.2	63.24	1050.29	113.57	113.78	11.19	5.76	310.64	7.73	15.02	0
RV LANCE	801	3	8	78.5	35.09	-3.03	3.2	63.13	1050.08	115.53	113.96	11.26	5.79	314.25	8.11	15.77	0
RV LANCE	802	3	8.14	78.48	35.09	-2.97	3.18	64.33	1049.91	114.89	112.31	11.4	5.86	316.35	7.6	14.76	0
RV LANCE	803	3	8.29	78.47	35.09	-2.85	3.12	65.16	1049.62	112.72	111.34	11.17	5.75	302.99	6.91	13.43	0
RV LANCE	804	3	8.43	78.46	35.09	-2.71	3.04	65.15	1049.35	111.63	111.23	11.25	5.79	309.25	7.75	15.07	0
RV LANCE	805	3	8.57	78.45	35.09	-2.58	2.98	63.84	1049.34	111.47	112.14	11.13	5.73	309.98	8.86	17.22	0
RV LANCE	806	3	8.72	78.44	35.09	-2.49	3.18	62.42	1049.23	112.57	112.62	11.1	5.71	310.07	9.57	18.61	0
RV LANCE	807	3	8.86	78.42	35.09	-2.58	3.12	60.96	1049.05	112.93	112.78	11.29	5.81	307.74	9.37	18.21	0
RV LANCE	808	3	9	78.41	35.09	-2.58	3	62.51	1048.83	113.24	113.72	11.42	5.88	305.47	9.68	18.81	0
RV LANCE	809	3	9.15	78.4	35.09	-2.59	3.02	64.44	1048.64	110.68	113.35	11.14	5.73	305.78	10.29	20.01	0
RV LANCE	810	3	9.29	78.39	35.1	-2.6	3.32	64.45	1048.96	109.16	113.35	11.05	5.69	313.72	10.26	19.95	0
RV LANCE	811	3	9.43	78.38	35.1	-2.61	3.4	60.22	1049.04	111.62	113.08	11.19	5.76	326.55	10.6	20.61	0
RV LANCE	812	3	9.57	78.37	35.1	-2.84	3.34	61.41	1049.18	112.58	112.67	11.13	5.73	308.6	9.65	18.75	0
RV LANCE	813	3	9.72	78.36	35.1	-3.25	2.86	64.57	1049.55	109.62	112.26	11.13	5.73	252.48	9.78	19.01	0
RV LANCE	814	3	9.86	78.35	35.1	-3.62	2.6	63.04	1049.9	108.48	111.23	10.91	5.61	251.82	10.07	19.57	0
RV LANCE	815	3	10	78.34	35.1	-3.88	2.03	55.75	1050.2	107.99	110.7	10.6	5.45	167.25	9.51	18.49	0
RV LANCE	816	3	10.13	78.33	35.1	-4.01	2.28	51.14	1050.27	108.6	111.1	10.46	5.38	69.31	10.03	19.5	0
RV LANCE	817	3	10.27	78.32	35.08	-4.18	1.16	49.62	1050.39	111.37	112.85	10.36	5.33	162.84	9.76	18.97	0
RV LANCE	818	3	10.4	78.31	35.05	-4.37	0	48.47	1050.5	113.23	113.45	10.49	5.39	316.04	10.16	19.75	0
